TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
40.66,2024-01-01 16:08:49,1,21,1,59.0,2,156.0,1.0,1153.84,2024-11-04 08:11:28,2
97.22,2023-02-20 17:30:19,0,1,1,77.0,2,55.0,1.0,6647.73,2024-11-04 08:11:17,2
34.07,2023-11-06 17:22:58,1,30,1,22.0,3,81.0,1.0,8709.77,2024-11-04 08:07:21,3
492.06,2023-10-19 16:14:15,1,14,2,23.0,3,74.0,1.0,857.9,2024-11-04 08:09:56,0
842.01,2023-09-12 16:43:27,0,41,2,53.0,0,185.0,1.0,509.45,2024-11-04 08:08:33,1
73.55,2023-01-09 16:09:48,1,1,0,51.0,1,158.0,1.0,2812.06,2024-11-04 08:11:21,2
760.53,2023-09-04 18:13:25,1,31,2,57.0,1,118.0,1.0,6179.91,2024-11-04 08:09:35,2
273.08,2023-01-30 16:09:08,0,15,1,45.0,1,134.0,1.0,6609.3,2024-11-04 08:07:57,3
371.69,2023-12-22 16:27:49,1,37,1,67.0,2,143.0,1.0,3484.32,2024-11-04 08:09:59,2
218.96,2023-08-30 16:11:47,1,39,0,18.0,3,13.0,1.0,754.21,2024-11-04 08:10:35,0
227.39,2023-12-25 16:58:19,1,1,2,18.0,3,65.0,1.0,751.09,2024-11-04 08:11:36,0
237.99,2023-05-08 16:45:11,0,18,1,39.0,0,86.0,1.0,8510.09,2024-11-04 08:11:36,3
186.6,2023-07-04 16:27:23,1,13,2,58.0,0,13.0,1.0,1508.72,2024-11-04 08:06:24,2
341.15,2023-02-13 17:18:15,1,38,2,18.0,3,148.0,1.0,511.37,2024-11-04 08:10:09,0
434.58,2023-09-06 16:28:38,1,22,0,59.0,0,215.0,1.0,12648.32,2024-11-04 08:08:15,1
312.88,2023-05-26 18:12:50,0,32,1,54.0,1,44.0,1.0,233.21,2024-11-04 08:07:23,2
75.15,2023-09-18 17:31:23,1,4,0,23.0,3,154.0,1.0,1092.92,2024-11-04 08:11:00,0
23.3,2023-08-14 18:13:38,1,20,0,59.0,1,161.0,1.0,6711.15,2024-11-04 08:08:06,1
47.38,2023-02-08 18:18:07,0,39,2,25.0,3,61.0,1.0,459.37,2024-11-04 08:07:05,0
512.81,2023-07-19 16:57:01,1,34,1,79.0,2,30.0,1.0,6994.34,2024-11-04 08:11:58,2
488.15,2023-07-31 16:01:00,1,21,1,43.0,1,168.0,1.0,7071.09,2024-11-04 08:11:13,1
12.82,2023-04-05 18:37:10,1,13,0,44.0,1,156.0,1.0,9045.19,2024-11-04 08:08:25,3
66.9,2023-04-17 16:50:45,0,5,2,79.0,2,129.0,4.0,5238.71,2024-11-04 08:10:39,2
535.91,2023-07-07 16:38:12,1,19,2,43.0,1,22.0,1.0,9642.12,2024-11-04 08:10:49,3
270.72,2023-07-03 18:01:00,0,42,2,26.0,1,53.0,1.0,6263.96,2024-11-04 08:11:05,0
97.98,2023-02-06 16:09:48,1,10,1,72.0,2,18.0,1.0,7460.33,2024-11-04 08:08:43,2
196.08,2023-08-25 16:52:28,1,37,2,61.0,2,98.0,1.0,4233.82,2024-11-04 08:06:31,2
251.18,2023-06-01 16:51:11,1,38,0,42.0,1,246.0,1.0,8303.9,2024-11-04 08:07:55,1
44.52,2023-03-28 18:30:25,1,12,2,28.0,3,205.0,1.0,314.28,2024-11-04 08:10:28,0
178.87,2023-05-23 16:03:54,1,3,2,35.0,0,180.0,1.0,5241.23,2024-11-04 08:10:16,1
1176.28,2023-12-20 16:08:02,0,18,0,54.0,1,174.0,5.0,323.69,2024-11-04 08:11:44,2
386.68,2023-10-31 16:48:01,1,27,1,46.0,0,128.0,1.0,6863.06,2024-11-04 08:06:28,3
167.14,2023-04-24 18:33:29,1,10,2,76.0,2,20.0,1.0,3877.73,2024-11-04 08:06:26,2
345.22,2023-09-05 16:55:47,1,14,1,69.0,2,253.0,1.0,4046.58,2024-11-04 08:07:36,1
74.85,2023-12-25 17:19:08,1,33,0,72.0,2,117.0,1.0,2409.73,2024-11-04 08:11:49,2
671.73,2023-10-16 16:15:54,1,42,1,58.0,1,54.0,1.0,5211.88,2024-11-04 08:12:04,2
255.04,2023-11-23 16:15:59,1,39,0,45.0,1,152.0,1.0,6217.86,2024-11-04 08:11:38,1
45.77,2023-02-09 17:50:23,1,30,2,25.0,3,109.0,1.0,5978.12,2024-11-04 08:08:01,0
329.69,2023-01-09 16:54:30,0,35,2,26.0,3,66.0,1.0,1671.66,2024-11-04 08:09:49,0
362.04,2023-07-10 16:37:11,0,30,1,58.0,0,198.0,2.0,8421.88,2024-11-04 08:08:47,1
11.92,2023-10-09 17:48:55,1,36,1,53.0,0,52.0,1.0,14611.9,2024-11-04 08:11:22,3
47.42,2023-12-19 16:46:08,1,36,0,64.0,0,28.0,1.0,8253.52,2024-11-04 08:08:56,2
35.99,2023-01-19 16:14:12,1,24,1,63.0,2,129.0,1.0,4489.79,2024-11-04 08:09:17,2
151.19,2023-05-05 16:04:36,0,27,1,37.0,0,96.0,1.0,11903.82,2024-11-04 08:11:16,3
242.62,2023-07-10 16:40:15,0,37,2,22.0,3,234.0,1.0,483.02,2024-11-04 08:07:09,0
48.72,2023-09-29 18:54:28,1,41,1,21.0,3,17.0,1.0,816.08,2024-11-04 08:07:27,0
43.46,2023-07-21 17:02:42,1,4,0,25.0,3,80.0,1.0,578.06,2024-11-04 08:10:45,0
1036.21,2023-07-21 18:54:14,1,29,2,25.0,3,126.0,1.0,477.3,2024-11-04 08:12:22,0
443.79,2023-10-09 18:28:04,1,19,0,53.0,2,87.0,1.0,3133.85,2024-11-04 08:11:16,2
365.14,2023-12-01 18:46:28,1,9,2,68.0,2,57.0,1.0,5894.09,2024-11-04 08:07:25,2
757.41,2023-05-05 16:31:53,1,20,0,22.0,3,37.0,1.0,9532.42,2024-11-04 08:09:03,3
20.54,2023-08-21 18:09:24,1,13,1,51.0,1,72.0,1.0,5327.03,2024-11-04 08:07:28,2
475.36,2023-10-02 16:03:09,1,31,0,34.0,1,105.0,1.0,2000.6,2024-11-04 08:06:59,0
34.74,2023-06-26 16:40:21,1,37,0,56.0,2,24.0,1.0,6827.57,2024-11-04 08:11:03,2
689.54,2023-03-06 16:46:57,1,28,1,27.0,3,93.0,1.0,1633.76,2024-11-04 08:08:53,0
211.18,2023-10-16 16:09:47,1,42,0,73.0,2,90.0,1.0,4069.17,2024-11-04 08:11:50,2
211.36,2023-11-21 16:23:41,0,13,1,51.0,1,286.0,1.0,7943.47,2024-11-04 08:11:10,1
744.41,2023-07-31 16:35:59,0,15,2,39.0,1,107.0,1.0,8842.47,2024-11-04 08:11:27,3
61.43,2023-06-29 16:16:37,1,31,2,24.0,3,170.0,1.0,1882.77,2024-11-04 08:08:18,0
167.44,2023-09-25 16:11:18,1,23,1,37.0,0,82.0,1.0,12526.71,2024-11-04 08:10:49,3
361.46,2023-04-07 17:23:05,1,26,2,21.0,3,83.0,1.0,4737.84,2024-11-04 08:10:42,0
378.85,2023-06-16 17:21:15,1,41,1,78.0,2,126.0,1.0,2300.53,2024-11-04 08:09:07,2
241.11,2023-06-16 16:41:23,1,8,1,30.0,0,55.0,1.0,12385.05,2024-11-04 08:10:49,3
131.93,2023-09-11 17:31:10,0,13,1,31.0,1,13.0,1.0,4547.06,2024-11-04 08:06:50,0
20.28,2023-07-19 17:42:38,1,28,2,36.0,1,213.0,1.0,2047.83,2024-11-04 08:10:02,1
415.88,2023-04-27 17:30:16,1,36,1,70.0,0,170.0,1.0,10008.33,2024-11-04 08:08:01,1
49.99,2023-02-09 17:53:59,1,29,0,62.0,2,112.0,1.0,2299.64,2024-11-04 08:08:15,2
1221.65,2023-09-27 16:55:35,1,10,2,27.0,3,153.0,1.0,243.92,2024-11-04 08:10:41,0
100.66,,1,9,1,50.0,0,144.0,1.0,14473.33,2024-11-04 08:11:54,3
485.54,2023-12-08 16:47:48,1,21,2,19.0,3,148.0,1.0,1533.32,2024-11-04 08:11:09,0
321.15,2023-02-10 17:06:40,1,20,1,46.0,0,179.0,1.0,7005.05,2024-11-04 08:06:33,1
711.3,2023-06-26 18:57:37,1,38,1,21.0,3,51.0,1.0,955.4,2024-11-04 08:09:32,0
12.23,2023-10-12 16:02:13,1,15,0,42.0,1,139.0,1.0,7844.88,2024-11-04 08:07:29,3
350.94,2023-10-30 17:17:51,1,7,0,20.0,3,64.0,1.0,221.56,2024-11-04 08:10:35,0
301.85,2023-04-18 17:43:50,1,8,2,54.0,1,25.0,1.0,6586.19,2024-11-04 08:10:05,2
29.34,2023-03-09 17:37:08,1,21,2,65.0,2,30.0,1.0,3944.82,2024-11-04 08:11:42,2
231.71,2023-04-24 17:01:08,1,33,1,27.0,3,148.0,1.0,1127.98,2024-11-04 08:07:02,0
179.43,2023-08-11 18:20:48,1,28,0,58.0,2,244.0,1.0,2626.63,2024-11-04 08:10:00,1
36.71,2023-01-30 17:11:53,1,17,1,48.0,0,55.0,1.0,6459.38,2024-11-04 08:11:44,3
138.12,2023-04-11 17:18:50,0,20,1,53.0,0,281.0,1.0,1649.69,2024-11-04 08:11:23,1
233.24,2023-04-17 16:56:06,1,21,0,33.0,1,72.0,1.0,6939.23,2024-11-04 08:07:39,3
609.14,2023-11-23 16:09:39,1,40,0,39.0,1,177.0,1.0,9033.87,2024-11-04 08:11:33,3
436.64,2023-12-25 17:46:24,1,20,1,31.0,0,111.0,1.0,14365.18,2024-11-04 08:08:23,3
870.43,2023-05-31 16:54:20,1,20,1,29.0,0,55.0,1.0,10115.18,2024-11-04 08:07:52,3
354.4,2023-11-06 17:23:08,1,6,0,74.0,2,128.0,1.0,7358.65,2024-11-04 08:10:00,2
22.63,2023-02-20 17:28:15,1,18,2,53.0,1,112.0,1.0,4438.03,2024-11-04 08:10:56,2
182.19,2023-06-19 16:36:25,1,23,1,26.0,3,53.0,1.0,1176.1,2024-11-04 08:06:27,0
126.81,2023-10-30 16:58:01,1,30,1,26.0,1,290.0,1.0,5427.98,2024-11-04 08:12:22,1
288.17,2023-09-08 16:48:51,1,41,2,37.0,1,50.0,1.0,3653.11,2024-11-04 08:10:16,0
118.77,2023-10-02 17:44:05,1,1,1,55.0,1,123.0,1.0,2104.82,2024-11-04 08:10:29,2
651.82,2023-04-14 17:59:43,1,16,0,21.0,3,166.0,1.0,1802.77,2024-11-04 08:07:02,0
66.65,2023-10-17 16:58:59,1,11,0,37.0,1,33.0,1.0,3559.96,2024-11-04 08:11:00,0
98.53,2023-01-16 16:31:48,1,10,1,69.0,2,166.0,1.0,3564.8,2024-11-04 08:11:19,2
138.95,2023-06-02 16:48:43,1,42,2,71.0,2,30.0,1.0,6752.92,2024-11-04 08:08:37,2
33.89,2023-11-10 16:10:34,1,26,1,26.0,3,177.0,1.0,1444.75,2024-11-04 08:11:36,0
23.71,2023-09-18 16:04:52,1,1,1,58.0,0,164.0,1.0,10788.89,2024-11-04 08:09:16,3
1830.0,2023-03-01 16:31:58,1,35,2,55.0,1,238.0,1.0,2235.7,2024-11-04 08:11:59,1
26.06,2023-12-21 17:01:24,1,36,0,65.0,0,283.0,1.0,12893.63,2024-11-04 08:12:00,1
17.07,2023-05-01 17:17:12,1,20,1,27.0,1,44.0,1.0,2798.15,2024-11-04 08:11:25,0
703.89,2023-09-22 16:42:15,1,35,2,46.0,1,62.0,1.0,3583.67,2024-11-04 08:06:44,2
1271.9,2023-08-28 16:43:15,1,15,0,47.0,1,155.0,1.0,2120.8,2024-11-04 08:09:27,2
26.55,2023-09-20 17:25:26,1,15,0,77.0,2,228.0,1.0,3085.38,2024-11-04 08:07:23,1
147.4,2023-06-09 16:10:51,1,38,1,42.0,1,259.0,1.0,6797.71,2024-11-04 08:07:18,1
202.11,2023-03-30 16:09:26,1,22,0,27.0,3,18.0,1.0,746.47,2024-11-04 08:10:01,0
308.42,2023-05-02 16:14:22,1,26,1,75.0,2,39.0,1.0,5427.81,2024-11-04 08:06:34,2
11.18,2023-02-27 16:39:28,1,24,0,53.0,1,144.0,1.0,7467.3,2024-11-04 08:10:57,3
294.15,2023-02-02 16:19:31,1,14,2,38.0,1,136.0,1.0,6362.16,2024-11-04 08:07:20,3
29.58,2023-10-30 17:54:19,1,7,1,54.0,1,112.0,1.0,8345.26,2024-11-04 08:11:01,3
139.45,2023-07-10 16:43:05,1,4,2,27.0,3,31.0,1.0,1305.76,2024-11-04 08:10:08,0
432.63,2023-06-30 17:10:38,1,7,0,29.0,0,137.0,1.0,13648.36,2024-11-04 08:10:24,3
131.43,2023-02-01 18:47:20,1,5,2,43.0,0,65.0,1.0,1337.5,2024-11-04 08:12:12,0
516.72,2023-10-09 18:43:04,1,23,0,42.0,1,128.0,1.0,2015.69,2024-11-04 08:11:35,0
121.82,2023-02-07 17:20:24,1,7,2,69.0,0,123.0,3.0,8354.54,2024-11-04 08:08:07,2
374.5,2023-07-24 16:45:31,0,37,1,26.0,3,178.0,1.0,1671.51,2024-11-04 08:08:37,0
166.13,2023-09-06 17:01:50,1,29,0,68.0,0,227.0,1.0,11822.53,2024-11-04 08:12:08,1
626.9,2023-10-10 16:42:09,1,6,0,23.0,3,146.0,1.0,587.11,2024-11-04 08:11:30,0
466.85,2023-07-17 16:57:14,1,2,1,56.0,2,165.0,1.0,5422.53,2024-11-04 08:09:35,1
788.84,2023-05-17 17:00:34,1,31,2,58.0,2,231.0,1.0,1913.73,2024-11-04 08:09:42,1
873.65,2023-03-23 16:38:40,0,28,2,37.0,0,59.0,1.0,12139.83,2024-11-04 08:09:57,3
525.28,2023-04-03 16:37:24,1,7,0,69.0,2,134.0,1.0,4693.6,2024-11-04 08:09:39,2
110.17,2023-09-07 16:08:12,1,33,0,30.0,1,137.0,1.0,464.2,2024-11-04 08:12:11,0
632.69,2023-09-12 16:28:38,1,10,0,80.0,2,76.0,1.0,4363.74,2024-11-04 08:09:26,2
124.35,2023-12-08 16:39:15,1,28,0,72.0,2,90.0,1.0,3319.76,2024-11-04 08:11:35,2
43.85,2023-03-13 16:25:34,1,14,0,62.0,2,122.0,1.0,4356.98,2024-11-04 08:07:18,2
283.81,2023-03-09 16:31:54,1,36,1,28.0,3,29.0,1.0,1519.35,2024-11-04 08:10:46,0
168.53,2023-06-14 16:30:42,1,37,0,71.0,2,112.0,1.0,5962.58,2024-11-04 08:12:09,2
218.59,2023-11-27 16:43:28,0,10,1,40.0,1,123.0,1.0,6699.23,2024-11-04 08:07:12,3
132.84,2023-08-21 16:28:17,1,28,0,21.0,3,143.0,1.0,822.73,2024-11-04 08:08:40,0
157.37,2023-11-15 16:54:44,0,9,1,42.0,0,289.0,1.0,13964.31,2024-11-04 08:10:30,1
144.77,2023-07-17 16:48:23,1,0,2,20.0,3,159.0,1.0,867.32,2024-11-04 08:10:54,0
643.22,2023-05-03 17:04:32,1,1,0,64.0,0,93.0,1.0,1035.86,2024-11-04 08:07:46,2
1392.54,2023-11-20 16:51:14,1,12,1,41.0,0,297.0,1.0,13347.69,2024-11-04 08:09:15,1
208.07,2023-07-10 16:51:12,1,28,2,32.0,0,36.0,1.0,8478.9,2024-11-04 08:11:43,3
94.3,2023-12-25 17:53:56,1,31,1,57.0,0,57.0,1.0,11088.95,2024-11-04 08:08:14,3
295.5,2023-11-23 18:00:00,1,23,0,59.0,2,36.0,1.0,6280.66,2024-11-04 08:07:08,2
30.23,2023-11-06 17:53:25,1,2,0,44.0,0,99.0,1.0,481.13,2024-11-04 08:12:06,0
112.05,,0,31,0,26.0,3,159.0,1.0,1122.88,2024-11-04 08:08:31,0
180.24,2023-07-03 17:03:48,1,31,1,58.0,1,144.0,1.0,8431.23,2024-11-04 08:09:17,3
13.71,2023-05-30 17:54:22,0,10,2,38.0,1,148.0,1.0,8342.79,2024-11-04 08:11:17,3
96.54,2023-03-13 17:26:17,1,27,1,58.0,2,95.0,1.0,7182.22,2024-11-04 08:10:31,2
79.35,,1,20,2,67.0,2,70.0,1.0,1692.15,2024-11-04 08:09:48,2
101.04,2023-07-10 18:16:07,1,35,0,27.0,3,160.0,1.0,1695.57,2024-11-04 08:06:43,0
74.42,2023-11-23 17:23:16,1,12,2,49.0,1,68.0,1.0,6264.21,2024-11-04 08:11:23,2
39.66,2023-05-18 16:16:53,1,41,1,52.0,1,169.0,1.0,8497.34,2024-11-04 08:07:20,1
99.36,2023-05-09 16:55:54,1,39,0,40.0,0,46.0,1.0,1272.12,2024-11-04 08:09:15,0
123.85,2023-08-25 18:47:28,1,19,2,56.0,1,244.0,1.0,3959.62,2024-11-04 08:06:36,1
426.93,2023-12-25 17:05:00,1,29,0,19.0,3,248.0,1.0,476.19,2024-11-04 08:09:12,0
133.73,2023-05-16 16:21:42,0,38,2,25.0,3,123.0,1.0,1872.22,2024-11-04 08:09:22,0
222.39,2023-08-23 16:32:59,1,41,2,49.0,1,73.0,1.0,3117.39,2024-11-04 08:10:52,2
215.94,2023-06-05 16:06:43,0,41,2,22.0,3,140.0,1.0,1841.69,2024-11-04 08:10:45,0
6.3,2023-12-14 18:52:54,1,8,1,80.0,2,283.0,5.0,7697.68,2024-11-04 08:12:13,1
826.23,2023-05-31 16:25:19,1,7,0,29.0,0,209.0,1.0,7580.59,,1
211.36,2023-10-11 16:14:28,1,8,2,35.0,1,67.0,1.0,7936.91,2024-11-04 08:08:50,3
131.46,2023-05-15 16:37:12,1,5,1,67.0,2,258.0,1.0,6642.33,2024-11-04 08:11:30,1
202.86,2023-05-22 17:24:46,0,22,1,61.0,0,149.0,1.0,7642.25,2024-11-04 08:08:54,2
268.39,2023-06-26 18:25:14,1,24,0,26.0,3,171.0,1.0,136.74,2024-11-04 08:06:40,0
194.85,2023-09-12 16:50:21,1,17,2,23.0,3,130.0,4.0,319.84,2024-11-04 08:08:01,0
137.35,2023-03-29 18:12:17,0,34,1,40.0,0,220.0,1.0,12662.66,2024-11-04 08:10:23,1
712.75,,1,30,1,44.0,0,25.0,1.0,8126.06,2024-11-04 08:09:52,3
353.82,2023-04-10 17:57:59,1,25,0,42.0,0,143.0,1.0,705.75,2024-11-04 08:06:40,0
507.25,2023-10-30 17:21:38,1,42,1,45.0,2,143.0,1.0,5331.57,2024-11-04 08:11:10,1
212.74,2023-12-14 18:53:34,1,39,1,27.0,1,128.0,1.0,7645.47,,3
364.42,2023-10-10 17:07:27,1,7,0,51.0,1,146.0,1.0,8119.73,2024-11-04 08:09:16,3
195.12,2023-07-25 17:42:45,1,21,0,46.0,0,144.0,1.0,6101.15,2024-11-04 08:10:40,1
230.61,2023-09-04 16:41:19,1,33,1,80.0,2,204.0,1.0,2561.42,2024-11-04 08:09:46,2
739.28,2023-06-19 16:46:11,0,40,1,58.0,0,47.0,1.0,11905.64,2024-11-04 08:11:13,3
390.35,2023-09-26 18:36:46,0,29,0,64.0,0,61.0,1.0,7095.88,2024-11-04 08:10:01,2
242.03,2023-03-13 16:08:41,1,9,2,58.0,1,124.0,1.0,4382.73,2024-11-04 08:07:12,2
242.39,2023-11-20 16:29:28,0,35,0,18.0,3,271.0,1.0,1328.73,2024-11-04 08:06:48,0
135.03,2023-02-24 17:00:26,1,37,0,23.0,3,180.0,1.0,1278.0,2024-11-04 08:08:18,0
83.5,2023-05-15 18:47:35,1,9,1,61.0,3,91.0,5.0,1749.79,2024-11-04 08:07:22,2
193.54,2023-10-24 16:43:03,1,28,1,80.0,2,267.0,1.0,2929.51,2024-11-04 08:08:26,1
617.36,2023-11-21 17:05:17,1,18,1,29.0,1,61.0,1.0,8926.38,2024-11-04 08:09:23,3
775.23,2023-08-07 16:40:02,0,0,2,59.0,0,38.0,1.0,5977.59,2024-11-04 08:07:01,2
266.57,2023-09-26 17:07:06,1,12,0,72.0,2,100.0,1.0,7676.92,2024-11-04 08:09:17,2
153.4,2023-03-31 17:36:57,1,23,0,45.0,1,144.0,1.0,4657.7,2024-11-04 08:08:08,1
946.94,2023-12-11 17:19:07,1,5,1,53.0,2,251.0,1.0,5579.11,2024-11-04 08:07:11,1
5.12,2023-10-13 16:08:26,1,27,1,34.0,1,90.0,1.0,3293.01,2024-11-04 08:10:31,0
119.11,2023-06-30 16:31:46,1,11,0,57.0,1,131.0,1.0,7998.25,2024-11-04 08:09:48,3
1096.7,2023-03-27 16:51:20,1,7,2,24.0,3,147.0,1.0,1093.89,2024-11-04 08:11:28,0
119.72,2023-02-03 18:15:15,1,40,1,30.0,1,123.0,1.0,3435.34,2024-11-04 08:10:20,0
107.4,2023-06-22 16:47:47,1,41,2,58.0,0,32.0,1.0,344.07,2024-11-04 08:08:03,2
115.92,2023-01-17 18:42:28,1,33,0,53.0,2,57.0,1.0,3897.17,2024-11-04 08:09:02,2
438.04,2023-08-24 18:54:06,1,30,0,67.0,2,247.0,1.0,5358.95,2024-11-04 08:06:33,1
677.29,2023-05-01 18:28:00,1,15,2,27.0,1,287.0,1.0,627.79,2024-11-04 08:07:16,1
296.0,2023-05-15 16:25:29,1,19,1,35.0,0,248.0,1.0,7418.82,2024-11-04 08:06:54,1
299.09,2023-01-16 16:14:45,0,4,1,36.0,1,84.0,1.0,5615.26,2024-11-04 08:08:01,3
461.52,2023-05-15 16:40:24,0,10,1,24.0,3,44.0,1.0,1995.18,2024-11-04 08:08:53,0
100.52,2023-01-30 17:28:00,1,19,0,50.0,1,110.0,1.0,453.39,2024-11-04 08:11:28,2
85.35,2023-07-05 16:08:25,1,42,0,66.0,2,166.0,1.0,2173.76,2024-11-04 08:06:25,2
79.76,2023-02-06 16:26:29,1,33,1,39.0,1,170.0,1.0,6452.14,2024-11-04 08:09:34,1
778.49,2023-07-03 16:48:21,0,29,2,75.0,2,107.0,1.0,7713.67,2024-11-04 08:09:21,2
386.38,2023-01-24 16:00:14,1,31,2,42.0,1,135.0,1.0,5528.36,2024-11-04 08:10:06,3
165.25,2023-11-24 17:11:27,1,34,2,35.0,0,106.0,1.0,9939.94,2024-11-04 08:11:35,3
14.29,2023-02-28 16:28:25,1,20,0,34.0,1,150.0,1.0,7016.99,2024-11-04 08:08:52,3
232.79,2023-09-20 17:36:06,0,16,1,55.0,2,145.0,1.0,2661.3,2024-11-04 08:11:40,2
1237.56,2023-11-13 17:49:04,0,2,1,60.0,1,159.0,1.0,9410.17,2024-11-04 08:11:45,3
92.29,2023-02-15 16:17:59,1,0,1,54.0,1,115.0,1.0,2026.32,2024-11-04 08:11:25,2
293.97,2023-11-13 17:34:15,1,31,1,68.0,2,153.0,1.0,7371.85,2024-11-04 08:08:57,2
136.32,2023-10-11 18:50:24,1,24,2,19.0,3,113.0,1.0,264.83,2024-11-04 08:09:24,0
251.06,2023-12-06 17:27:14,1,7,2,36.0,0,34.0,1.0,10001.66,2024-11-04 08:10:13,3
50.17,2023-09-18 16:57:44,0,34,0,77.0,2,35.0,1.0,7752.14,2024-11-04 08:10:59,2
21.4,2023-12-26 16:07:28,1,14,1,34.0,1,258.0,1.0,9594.11,2024-11-04 08:11:40,1
73.28,2023-03-10 17:33:12,1,4,1,21.0,3,21.0,1.0,1329.41,2024-11-04 08:10:57,0
70.23,2023-09-13 16:18:07,1,22,0,38.0,0,260.0,1.0,11624.93,2024-11-04 08:07:16,1
689.29,2023-01-06 17:30:07,1,12,0,22.0,3,100.0,1.0,168.84,2024-11-04 08:07:49,0
745.03,2023-08-03 17:42:02,1,13,2,28.0,3,231.0,1.0,160.57,2024-11-04 08:09:15,0
54.61,2023-12-04 16:10:04,1,25,0,58.0,1,160.0,1.0,7135.64,2024-11-04 08:07:19,1
54.05,2023-04-25 16:53:22,1,21,1,27.0,3,146.0,1.0,469.14,2024-11-04 08:11:34,0
107.47,2023-04-12 17:39:29,1,2,2,67.0,2,144.0,1.0,7517.5,2024-11-04 08:12:09,2
611.11,2023-10-18 18:32:31,1,11,0,20.0,3,282.0,4.0,919.84,2024-11-04 08:11:12,0
219.63,2023-11-10 16:06:27,1,5,0,48.0,0,44.0,1.0,8013.63,2024-11-04 08:07:29,3
188.7,2023-02-10 16:01:04,1,27,1,45.0,2,123.0,1.0,5077.06,2024-11-04 08:09:59,2
93.52,2023-08-14 17:41:24,1,30,2,51.0,1,97.0,1.0,2791.2,2024-11-04 08:08:04,2
275.92,2023-09-18 18:47:52,0,26,1,62.0,2,107.0,1.0,1777.38,2024-11-04 08:07:39,2
376.79,2023-01-30 17:47:18,1,25,1,68.0,2,265.0,1.0,7749.14,2024-11-04 08:08:44,1
8.98,2023-08-21 16:07:13,1,11,2,66.0,3,56.0,1.0,4516.76,2024-11-04 08:10:53,2
697.32,2023-05-11 16:30:04,1,1,2,68.0,2,91.0,1.0,2016.02,2024-11-04 08:11:18,2
17.45,2023-09-13 16:41:19,1,29,0,18.0,3,88.0,1.0,1959.52,2024-11-04 08:09:39,0
302.16,2023-10-18 17:47:52,1,18,2,80.0,2,138.0,5.0,3876.61,2024-11-04 08:07:38,2
442.74,2023-10-16 17:47:41,1,36,1,23.0,3,136.0,1.0,1790.27,2024-11-04 08:09:45,0
623.9,2023-08-08 17:44:21,1,38,0,27.0,3,249.0,1.0,711.47,2024-11-04 08:10:15,0
445.41,2023-11-20 16:27:31,1,14,0,35.0,0,235.0,3.0,12154.66,2024-11-04 08:08:08,1
63.41,2023-11-24 17:29:06,1,13,0,26.0,3,36.0,1.0,1546.22,2024-11-04 08:07:15,0
346.85,2023-11-03 18:33:50,1,18,0,44.0,0,88.0,1.0,7208.15,2024-11-04 08:10:25,3
71.95,2023-02-13 16:39:52,0,13,2,59.0,1,53.0,1.0,9267.32,2024-11-04 08:06:23,3
7.5,2023-02-17 16:08:54,1,9,2,63.0,2,36.0,1.0,6485.78,2024-11-04 08:11:28,2
206.46,2023-11-27 18:26:02,1,41,0,65.0,2,279.0,1.0,3984.38,2024-11-04 08:06:44,1
423.11,2023-07-25 18:41:02,1,8,0,60.0,1,47.0,1.0,412.78,2024-11-04 08:10:58,2
35.84,2023-03-28 17:23:54,0,7,2,54.0,2,172.0,1.0,4795.65,2024-11-04 08:10:57,1
88.6,2023-02-14 17:01:44,0,33,1,28.0,3,105.0,1.0,246.57,2024-11-04 08:08:47,0
1431.3,2023-09-04 18:46:40,1,28,0,18.0,3,168.0,1.0,1058.13,2024-11-04 08:11:20,0
53.81,2023-10-16 16:55:44,0,33,0,55.0,1,37.0,2.0,4734.110000000001,2024-11-04 08:12:05,2
22.46,2023-05-17 16:03:51,1,27,2,54.0,2,78.0,1.0,6631.5,2024-11-04 08:07:46,2
334.89,2023-07-20 18:23:13,1,13,2,21.0,3,260.0,1.0,1661.68,2024-11-04 08:08:44,0
319.27,2023-07-20 16:58:05,0,29,2,54.0,2,59.0,1.0,5504.01,2024-11-04 08:06:35,2
144.3,2023-12-08 17:24:44,1,28,0,18.0,3,88.0,1.0,312.19,2024-11-04 08:10:39,0
348.7,2023-05-02 17:13:45,0,14,1,69.0,2,149.0,1.0,2445.58,2024-11-04 08:06:58,2
366.21,2023-01-12 17:57:06,1,28,0,62.0,0,181.0,1.0,10862.99,2024-11-04 08:11:36,1
99.11,2023-05-01 16:58:41,1,30,2,55.0,2,12.0,1.0,5414.87,2024-11-04 08:09:35,2
539.35,2023-05-22 17:34:50,1,25,0,55.0,2,127.0,1.0,3919.44,2024-11-04 08:11:49,2
188.99,2023-06-08 16:43:06,1,28,1,58.0,1,92.0,1.0,7315.34,2024-11-04 08:07:32,2
1416.69,2023-01-16 17:00:11,1,26,0,46.0,1,58.0,1.0,3740.73,2024-11-04 08:11:35,2
710.14,2023-03-08 16:20:43,1,12,0,26.0,3,227.0,1.0,465.63,2024-11-04 08:12:20,0
308.68,2023-02-27 17:14:10,1,25,2,53.0,0,170.0,1.0,9992.36,2024-11-04 08:10:16,3
